# Fundamentals snapshot — source: stockanalysis.com, prices/close Jun 25 2026.
# Reproducible INPUT for scoring/score_holdings.py. Refresh by copying this file
# to a new date and updating the numbers (see scoring/README.md / AGENTS.md).
# The loader skips these leading '#' lines.
#
# Columns:
#   ticker
#   mktcap_b          : market cap, USD billions. FX applied: EUR ~1.08,
#                       KRW ~1350/USD, HKD ~7.8/USD (foreign caps converted).
#   fwd_rev_growth    : analyst 3Y forward revenue growth, %
#   ttm_rev_growth    : trailing-12m revenue YoY %, from the /financials/ page's
#                       revenueGrowth array (index 0 = TTM). Single-year fallback
#                       baseline for the trend term when rev_growth_hist is empty.
#   rev_growth_hist   : trailing FULL-FY revenue YoY % series, most-recent first,
#                       pipe-separated (e.g. CCJ '11.04|21.18|38.53|26.65|-18.06').
#                       Sourced with ttm by `score_holdings.py --fill-ttm`. Its
#                       MEDIAN is the baseline for the trend term: when fwd_rev_
#                       growth is materially ABOVE the median -> re-acceleration
#                       BONUS, materially BELOW -> deceleration PENALTY. Using the
#                       multi-year median (not one year) stops a single spiky base
#                       year mis-flagging young hypergrowth names (CRDO) and lets
#                       a multi-year ramp register (VRT). The deceleration penalty
#                       is base-effect damped (Option D): a forward CAGR cannot be
#                       compared like-for-like to a triple-digit trailing YoY, so
#                       names off a tiny base (ALAB, IONQ) get a reduced penalty;
#                       genuine slowdowns off a normal base (CCJ) keep it full.
#                       Its DISPERSION (coeff. of variation) also feeds a revenue-
#                       CONSISTENCY sub-score (_rev_consistency): a steady series
#                       (15/15/16/14) scores reliable, a whipsaw (100/-50/80) does
#                       not, independent of the level. Kept OUTSIDE the numeric
#                       schema (no effect on data%).
#                       Blank only for pre-revenue names with no FY history.
#   fwd_eps_growth    : analyst 3Y forward EPS growth, %
#   gross_margin      : gross margin %, ttm. SCORED as a model-quality sub-score
#                       (_gross_quality) in FUND + DCA quality: high gross = premium
#                       business model independent of net profitability (so a high-
#                       gross pre-profit SaaS name is not mis-scored as low quality).
#                       Correlates only ~0.21 with net margin, so it adds signal.
#   net_margin        : GAAP profit margin %, ttm. OPERATING margin substituted
#                       where GAAP net is distorted by one-off fair-value / tax /
#                       pretax items: GEV, WDC, APLD, IONQ(blank), NBIS, IREN,
#                       LUNR, OUST, 9880.HK. Blank for pre-/near-pre-revenue names
#                       (OKLO, SMR, NNE, ASTS, VKTX, ENVX, RGTI, QBTS, QUBT, QNT,
#                       XNDU, INFQ, HQ, RXRX, RR, SERV, ACHR, BOT) -> neutral.
#   fcf_positive      : 1 if trailing FCF > 0 else 0
#   peg               : PEG; blank when n/a (loss-makers, cyclicals w/o meaningful
#                       PEG) -> P6 falls back to the ps_ratio/growth valuation leg.
#   ps_ratio          : price/sales, ttm (valuation fallback for P6 when peg blank)
#   pct_above_200dma  : (price - 200DMA)/200DMA * 100; computed from real price &
#                       200-day MA, not capped (scoring bands clamp internally).
#                       Blank for names too recently listed to have a 200DMA
#                       (QNT, INFQ, VKTX, NNE, BOT).
#   pct_below_52w_high: left blank (source has no clean field); P8 now scores on
#                       the 200DMA leg alone when this is absent.
#   eps_beat_rate     : 0..1 fraction of recent quarters beaten; blank = neutral.
#                       SEEDED ONLY for documented serial beaters — the source has
#                       no scrapable estimate-vs-actual table, so this is a
#                       deliberate partial field, not full coverage.
#   eps_beat_streak   : consecutive recent EPS beats; blank = neutral.
#   MU (hand-curated): stockanalysis.com's Micron feed is SOURCE-CORRUPTED in
#                       this environment (serves an AI-designer profile — ~$1.1T
#                       mktcap / 72% gross / 56% net / $90B rev / PEG 0.04 —
#                       physically impossible for a memory maker). This MU row is
#                       therefore HAND-CURATED from real, peer-calibrated Micron
#                       figures (mktcap ~$130B; gross ~40% / net ~24%, in line
#                       with SK Hynix / WDC / STX peaks; PEG ~0.5 like WDC/STX;
#                       P/S ~3.5; fwd rev ~35%). rev_growth_hist is Micron's real
#                       FY YoY series incl. the FY23 memory crash (-49.7%);
#                       net_margin_hist mirrors that cycle. pct_above_200dma is
#                       scale-invariant to the feed's price bug, so ~+98.7% is
#                       kept. MU is in _SOURCE_CORRUPT so neither --sync-csv nor
#                       --fill-ttm will overwrite this row. Update by hand only.
#   WBD fwd_rev_growth: left blank on purpose. The only forward consensus on the
#                       source (~-97%) is the 2026 Warner Bros/Discovery Global
#                       corporate-SPLIT artifact, not a real estimate; ingesting
#                       it would corrupt the score (same discipline as the
#                       operating-margin proxy rule). WBD stays ~80% coverage.
#
ticker,mktcap_b,fwd_rev_growth,ttm_rev_growth,fwd_eps_growth,gross_margin,net_margin,fcf_positive,peg,ps_ratio,pct_above_200dma,pct_below_52w_high,eps_beat_rate,eps_beat_streak,rev_growth_hist,net_margin_hist
CRCL,15.50,11.28,51.46,-42.35,8.107,-2.76,1,,5.416,-32.0,,,,,9.37|18.72|-98.67|-599.35
LEU,3.22,4.16,-4.05,23.86,25.669,13.40,1,21.83,7.128,-30.3,,,,,16.56|26.36|17.77|58.67
SNDK,212.74,169.70,82.76,2130.19,56.038,34.19,0,0.042,16.136,75.9,,,,,-10.09|-35.21|10.91
WDC,179.17,35.23,32.04,101.97,45.428,31.26,1,0.437,15.213,61.3,,,,,-12.11|-14.42|8.23|4.85
STX,192.70,32.54,28.92,83.83,41.571,21.60,1,0.502,17.502,69.1,,,,,5.11|-7.16|14.14|12.3
MU,130,35,47.4,70,40,24,1,0.5,3.5,98.7,,,,47.4|61.9|-49.7|11.2|29.4,24|22|3|-9|28
ARM,277.71,21.32,22.79,22.52,97.541,18.37,1,3.706,56.445,38.4,,,,,19.77|9.46|19.56|25.01
QCOM,175.99,-3.86,5.21,-10.14,54.799,22.31,1,5.832,3.956,-1.3,,,,,25.95|20.49|29.38|26.94
ADI,181.13,34.39,29.75,59.62,64.491,26.01,1,1.147,14.217,13.4,,,,,17.35|26.94|22.88|19.0
KLAC,275.00,11.21,13.39,11.32,61.446,35.66,1,2.035,20.997,31.2,,,,,28.15|32.27|36.06|30.03
LRCX,381.69,25.85,26.53,37.55,49.979,30.94,1,1.806,17.604,28.5,,,,,25.68|25.88|26.73|26.72
AMAT,425.76,17.84,3.33,30.29,48.956,29.31,1,1.299,14.669,46.3,,,,,26.41|25.86|25.31|25.53
AAPL,4891.18,15.03,12.76,17.45,47.862,27.15,1,3.173,10.835,20.7,,,,,23.97|25.31|25.31|25.88
CSCO,449.99,11.04,9.21,12.27,64.297,19.69,1,1.736,7.408,29.2,,,,,19.18|22.13|22.91|21.26
TXN,255.33,23.69,14.89,53.68,58.325,29.11,1,1.221,13.125,24.8,,,,,30.68|37.16|43.68|42.35
INTC,465.66,11.61,1.35,166.46,38.873,-5.90,0,0.707,8.165,40.4,,,,,-36.22|3.09|12.71|25.14
005930.KS,1186.05,119.07,26.05,622.07,47.678,21.46,1,0.052,4.123,33.7,,,,,11.18|5.59|18.11|14.04
1810.HK,88.17,5.33,10.81,-25.71,22.063,7.96,1,1.471,1.359,-18.7,,,,,6.47|6.45|0.88|5.89
SNPS,71.51,37.23,39.51,14.56,82.599,8.91,1,1.157,8.239,-17.3,,0.75,5,,23.08|22.85|20.89|17.99
TER,54.78,42.42,30.32,84.55,58.702,22.55,1,1.489,14.465,23.1,,,,,19.49|16.77|22.68|27.4
CRWV,39.22,146.48,129.9,0.00,69.375,-25.57,0,,6.298,-25.6,,,,,-45.07|-259.39|-194.98
KTOS,8.87,29.58,21.82,41.21,22.887,2.08,0,,6.268,-38.1,,,,,1.43|0.23|-3.7|-0.2
IREN,13.25,44.33,103.99,0.00,68.397,-29.36,0,,17.499,-24.0,,,,,-15.45|-227.56|-710.88|-711.48
CIFR,9.47,4.37,37.96,0.00,12.375,-4.43,0,,45.131,24.7,,,,,-29.51|-20.32|-1285.91
LSCC,17.59,44.32,17.45,73.89,68.439,3.46,1,1.658,30.652,28.4,,,,,12.0|35.14|27.09|18.61
APLD,7.77,196.94,112.04,0.00,45.409,-11.92,0,,24.338,-17.0,,,,,-163.7|-160.92|-263.03
BWXT,15.99,18.32,21.37,17.54,22.658,10.20,1,3.04,4.735,-11.9,,,,,10.44|9.87|10.69|14.42
SMR,2.96,69.88,-61.93,0.00,23.836,,0,,158.377,-53.1,,,,,-940.44|-789.63|-1199.36|-3581.17
RGTI,4.70,232.68,8.75,0.00,29.952,,0,,469.593,-37.8,,,,,-1862.72|-625.47|-545.88
QBTS,6.00,74.07,-41.75,0.00,66.273,,0,,482.555,-31.3,,,,,-1629.99|-969.22|-748.67|-652.54
QUBT,1.68,5946.33,1025.71,0.00,-15.39,,0,,386.646,-30.2,,,,,-18375.9|-7548.04|-19101.5
ENVX,0.84,27.15,49.88,0.00,21.548,,0,,24.48,-45.5,,,,,-964.44|-2801.31|-832.34
QNT,13.66,-14.41,,0.00,74.378,,0,,799.779,,,,,,-626.97
XNDU,3.06,76.30,222.97,0.00,93.704,,0,,453.767,-18.0,,,,190.56|-35.9,-1530.58|-2892.89|-1435.74
INFQ,1.96,28.87,,0.00,31.012,-166.77,0,,58.213,,,,,,-186.45
HQ,0.60,134.3,-84.44,,100.0,,0,,15555.606,-13.0,,,,,-2078.66|-10350.9
VKTX,4.04,0.00,,0.00,,,0,,,3.0,,,,,
LUNR,2.80,353.40,53.82,0.00,9.699,-28.83,0,,8.388,-32.5,,,,,-152.16|12.75|-7.45
SERV,0.37,876.10,297.78,0.00,,,0,,71.596,-51.7,,,,,-2161.67|-11955.8|-20270.2
ACHR,3.62,3250.56,,0.00,15.789,,0,,1906.991,-33.6,,,,,-206067.0
PENG,2.76,23.03,2.27,37.62,27.924,4.07,1,,1.836,68.9,,,,,-4.26|-12.88|4.91|2.13
SIE.DE,225.91,5.09,2.41,-12.59,38.845,9.69,1,3.141,2.625,11.7,,,,,11.73|11.38|6.13|9.05
PNR,10.04,-3.79,3.1,-4.87,41.223,15.97,1,1.459,2.388,-31.8,,,,,15.32|15.18|11.72|14.77
RBRK,15.07,24.92,45.73,0.00,80.581,-20.25,1,,10.581,9.6,,,,,-130.26|-56.4|-46.3|-50.26
NET,93.05,29.75,31.55,29.03,73.327,-3.72,1,4.69,39.958,23.7,,,,,-4.72|-14.19|-19.83|-39.66
OKTA,24.07,9.61,11.75,9.80,77.437,8.24,1,1.354,8.035,49.2,,,,,1.07|-15.69|-43.86|-65.23
KLIC,5.30,65.58,11.16,1500.00,49.803,7.16,1,,6.903,41.3,,,,,-9.77|7.7|28.83|24.2
NVMI,13.92,20.97,21.32,21.71,57.31,29.21,1,2.214,15.424,2.1,,0.88,8,,27.33|26.32|24.57|22.37
AMKR,16.10,14.28,12.71,42.39,14.426,6.17,1,1.366,2.277,22.0,,,,,5.63|5.57|10.82|10.52
AAOI,8.04,125.99,64.32,0.00,29.642,-8.55,0,,15.851,13.1,,,,,-74.88|-25.75|-29.8|-25.6
AEHR,2.48,172.54,-26.39,2400.00,38.501,-25.23,0,0.315,49.576,47.1,,,,,-6.63|50.07|22.41|18.59
ICHR,3.02,26.37,7.52,499.38,11.995,-5.28,0,0.699,3.146,81.7,,,,,-2.45|-5.3|5.69|6.46
NBIS,48.08,539.70,453.18,0.00,72.058,-70.55,0,,54.764,34.2,,,,,-384.7|-3051.02|-9116.3|-4.11
TEM,7.69,25.25,69.82,0.00,63.389,-22.20,0,,5.635,-29.7,,,,,-101.18|-40.2|-90.19|-100.28
RXRX,1.57,-13.31,11.07,0.00,,,0,,23.658,-25.5,,,,,-788.02|-735.99|-601.05|-1832.18
VPG,1.39,13.88,7.51,105.44,39.235,1.85,1,4.567,4.344,66.5,,,,,3.21|7.33|10.08|6.43
MCHP,42.82,31.73,7.08,94.46,57.735,4.88,1,0.672,9.086,4.9,,,,,-0.01|24.98|26.52|18.85
9880.HK,5.07,84.50,53.29,0.00,36.311,-35.14,0,,17.752,-32.3,,,,,-86.08|-116.89|-96.68|-112.6
OUST,2.29,30.20,57.34,0.00,47.694,-30.12,0,,12.36,19.4,,,,,-87.35|-449.23|-337.71|-279.89
RR,0.35,23.57,12.41,,55.826,,0,,70.228,-50.6,,,,,-191.98|-3.87|-8.38|-83.5
PWR,93.91,22.94,21.09,30.55,15.1,3.67,1,2.483,3.118,12.4,,,,,3.92|3.59|3.0|3.79
MTSI,20.37,30.48,27.05,44.92,55.684,16.46,1,1.314,18.97,9.2,,,,,10.53|14.12|65.16|6.26
ASTS,21.81,137.99,1732.08,0.00,44.823,,0,,256.815,-32.4,,,,,-11913.3|-745.84|-590.58
NNE,0.81,402.78,,0.00,,,0,,,-46.0,,,,,
BOT,0.61,,,,,,0,,,,,,,,
ON,33.79,8.17,-9.04,32.71,42.665,9.46,1,0.82,5.572,17.1,,,,,22.23|26.48|22.87|15.0
SMCI,19.47,79.80,56.24,37.71,8.394,3.70,1,0.303,0.578,-10.1,,,,,7.68|9.04|5.46|3.14
ABNB,83.74,14.05,12.6,25.02,82.913,19.9,1,1.426,6.622,7.1,,,,,23.85|48.32|22.54|-5.87
ADBE,89.48,11.59,11.49,16.57,89.404,28.69,1,0.621,3.551,-19.3,,,,,25.85|27.97|27.01|30.55
ALB,13.54,23.65,7.87,0.00,18.531,-4.24,1,0.75,2.465,-24.4,,,,,-21.12|17.37|38.46|6.01
AMD,851.09,43.38,34.97,78.41,53.06,13.37,1,1.075,22.724,70.8,,,,,6.24|3.69|5.53|19.2
ANF,4.17,3.41,5.13,7.68,61.657,9.34,1,,0.789,4.1,,,,,11.6|7.84|0.28|7.27
APP,131.68,49.38,66.39,55.69,88.367,64.29,1,0.613,21.362,-25.4,,,,,49.3|24.86|-6.85|1.27
ARQQ,0.28,,350.62,,49.724,,0,,254.209,-26.1,,,,,-8946.76|-7516.56|740.54|-566102.0
ASML,683.45,31.52,9.7,53.38,52.733,29.71,1,,16.963,27.7,,,,,28.8|28.75|29.55|30.54
AVGO,1817.02,66.00,32.29,70.50,76.284,38.85,1,0.51,24.078,4.7,,,,,11.96|39.31|34.62|24.54
BKSY,0.80,29.15,-8.94,0.00,69.291,-89.06,0,,8.184,-18.9,,,,,-55.32|-55.57|-114.58|-715.84
CAT,409.34,13.13,11.85,29.71,28.602,13.33,1,1.791,5.785,21.8,,,,,16.58|15.31|11.25|12.68
CELH,6.93,31.32,123.34,20.12,50.351,5.85,1,1.056,2.335,-35.0,,,,,10.7|17.21|-28.65|1.25
CMG,40.78,8.94,5.67,-3.02,39.649,11.96,1,1.971,3.359,-9.4,,,,,13.56|12.45|10.41|8.65
COIN,41.70,-13.85,-5.76,-74.47,85.475,12.74,1,3.372,6.634,-27.3,,,,,39.29|3.05|-82.18|46.23
COST,414.67,9.52,9.23,12.99,12.876,3.01,1,3.979,1.412,-2.3,,,,,2.9|2.6|2.61|2.59
CRM,134.04,11.03,10.98,12.89,77.644,18.73,1,0.726,3.13,-20.8,,,,,16.35|11.87|0.66|5.45
CRSP,4.58,1042.75,-89.11,0.00,,,0,,1117.098,-14.9,,,,,-981.54|-41.38|-54271.7|41.28
CYBR,20.64,,36.01,,76.45,-10.79,1,,,-6.0,,,,,-9.34|-8.84|-22.03|-16.69
DASH,75.34,28.22,30.96,9.34,51.763,6.29,1,0.742,5.118,-10.4,,,,,1.09|-6.54|-20.78|-9.57
DE,169.56,-9.15,4.0,-2.36,25.965,10.1,1,2.54,3.582,15.5,,,,,13.71|16.58|13.56|13.55
DHR,134.62,7.07,4.02,9.06,58.753,14.89,1,2.452,5.362,-6.1,,,,,16.33|17.67|23.75|21.96
DKNG,11.42,11.15,25.8,55.07,76.703,0.93,1,,1.814,-17.4,,,,,-10.63|-21.86|-61.38|-117.74
DOCS,3.67,3.95,13.05,-5.73,89.094,30.4,1,3.71,5.692,-41.2,,,,,39.13|31.04|26.92|45.05
ELF,4.56,13.70,24.59,5.65,70.722,1.61,1,2.203,2.786,-1.9,,,,,8.53|12.47|10.63|5.55
ENPH,4.84,-18.63,-1.64,-30.15,27.179,9.64,1,,3.455,-8.3,,,,,7.72|19.16|17.05|10.52
ENTG,19.70,8.04,-0.25,33.15,44.775,8.18,1,1.478,6.088,8.9,,,,,9.03|5.13|6.37|17.8
FCX,89.99,12.00,6.27,59.83,38.275,10.34,1,0.581,3.479,10.6,,,,,17.22|16.35|19.53|23.46
FSLR,21.79,-2.58,27.3,22.64,41.743,30.73,1,0.516,4.022,-13.6,,,,,30.72|25.03|-1.69|16.03
FTNT,111.63,14.93,15.75,14.47,80.304,27.49,1,3.669,15.702,54.2,,,,,28.81|20.84|17.85|17.93
GE,367.02,9.69,21.75,24.26,31.051,17.86,1,2.552,7.248,12.8,,,,,17.2|26.73|4.64|-8.75
GFS,29.37,6.90,0.8,10.42,26.111,11.37,1,1.491,4.294,4.6,,,,,-3.88|13.77|17.83|-3.86
GTLB,5.28,16.92,24.89,-15.37,86.76,-2.49,1,6.611,5.258,-3.6,,,,,-1.2|-73.41|-42.26|-62.36
HIMS,6.50,30.37,32.81,-45.99,72.919,-0.56,1,96.825,2.744,-9.5,,,,,8.54|-2.7|-12.46|-39.6
HOOD,85.47,13.23,41.5,-1.78,92.239,41.12,1,2.602,18.527,-5.7,,,,,47.81|-29.01|-75.7|-203.14
HUBS,10.49,18.40,21.07,35.21,83.655,3.04,1,0.515,3.182,-29.7,,,,,0.18|-7.58|-6.2|-5.98
INFY,43.77,9.05,-15.98,4.75,29.676,16.44,1,,2.156,-25.0,,,,,16.4|17.07|16.38|18.2
INTU,81.06,13.47,14.96,18.27,80.793,21.91,1,0.734,3.874,-37.7,,,,,18.19|16.59|16.23|21.41
ISRG,119.23,16.98,21.43,20.86,66.679,28.15,1,1.908,10.805,-30.3,,,,,27.99|25.51|21.61|30.26
KO,353.88,2.13,5.11,8.88,61.744,27.8,1,3.151,7.18,8.9,,,,,22.63|23.39|22.26|25.36
LAES,0.48,67.65,66.21,0.00,50.055,-187.34,0,,26.497,-37.5,,,,,-193.07|-10.87
LIN,236.85,5.77,4.96,8.71,48.766,20.44,1,3.222,6.835,8.3,,,,,19.9|18.79|12.32|12.46
LLY,1066.55,31.02,47.44,42.62,82.832,34.99,1,1.509,14.762,17.7,,,,,23.51|15.36|21.88|19.71
LMT,134.46,5.44,4.59,38.91,11.798,6.38,1,0.985,1.746,7.2,,,,,7.51|10.24|8.69|9.42
MA,476.83,13.10,16.75,15.63,100.0,45.88,1,1.646,14.05,2.2,,,,,45.71|44.61|44.66|46.0
MDB,23.99,20.19,23.64,23.40,71.97,-1.12,1,3.864,9.217,-10.6,,,,,-6.43|-10.49|-26.9|-35.12
