# Fundamentals snapshot — source: stockanalysis.com, prices/close Aug 3 2026.
# Reproducible INPUT for scoring/score_holdings.py. Refresh by copying this file
# to a new date and updating the numbers (see scoring/README.md / AGENTS.md).
# The loader skips these leading '#' lines.
#
# Columns:
#   ticker
#   mktcap_b          : market cap, USD billions. FX applied: EUR ~1.08,
#                       KRW ~1350/USD, HKD ~7.8/USD (foreign caps converted).
#   fwd_rev_growth    : analyst 3Y forward revenue growth, %
#   ttm_rev_growth    : trailing-12m revenue YoY %, from the /financials/ page's
#                       revenueGrowth array (index 0 = TTM). Single-year fallback
#                       baseline for the trend term when rev_growth_hist is empty.
#   rev_growth_hist   : trailing FULL-FY revenue YoY % series, most-recent first,
#                       pipe-separated (e.g. CCJ '11.04|21.18|38.53|26.65|-18.06').
#                       Sourced with ttm by `score_holdings.py --fill-ttm`. Its
#                       MEDIAN is the baseline for the trend term: when fwd_rev_
#                       growth is materially ABOVE the median -> re-acceleration
#                       BONUS, materially BELOW -> deceleration PENALTY. Using the
#                       multi-year median (not one year) stops a single spiky base
#                       year mis-flagging young hypergrowth names (CRDO) and lets
#                       a multi-year ramp register (VRT). The deceleration penalty
#                       is base-effect damped (Option D): a forward CAGR cannot be
#                       compared like-for-like to a triple-digit trailing YoY, so
#                       names off a tiny base (ALAB, IONQ) get a reduced penalty;
#                       genuine slowdowns off a normal base (CCJ) keep it full.
#                       Its DISPERSION (coeff. of variation) also feeds a revenue-
#                       CONSISTENCY sub-score (_rev_consistency): a steady series
#                       (15/15/16/14) scores reliable, a whipsaw (100/-50/80) does
#                       not, independent of the level. Kept OUTSIDE the numeric
#                       schema (no effect on data%).
#                       Blank only for pre-revenue names with no FY history.
#   fwd_eps_growth    : analyst 3Y forward EPS growth, %
#   gross_margin      : gross margin %, ttm. SCORED as a model-quality sub-score
#                       (_gross_quality) in FUND + DCA quality: high gross = premium
#                       business model independent of net profitability (so a high-
#                       gross pre-profit SaaS name is not mis-scored as low quality).
#                       Correlates only ~0.21 with net margin, so it adds signal.
#   net_margin        : GAAP profit margin %, ttm. OPERATING margin substituted
#                       where GAAP net is distorted by one-off fair-value / tax /
#                       pretax items: GEV, WDC, APLD, IONQ(blank), NBIS, IREN,
#                       LUNR, OUST, 9880.HK. Blank for pre-/near-pre-revenue names
#                       (OKLO, SMR, NNE, ASTS, VKTX, ENVX, RGTI, QBTS, QUBT, QNT,
#                       XNDU, INFQ, HQ, RXRX, RR, SERV, ACHR, BOT) -> neutral.
#   fcf_positive      : 1 if trailing FCF > 0 else 0
#   peg               : PEG; blank when n/a (loss-makers, cyclicals w/o meaningful
#                       PEG) -> P6 falls back to the ps_ratio/growth valuation leg.
#   ps_ratio          : price/sales, ttm (valuation fallback for P6 when peg blank)
#   pct_above_200dma  : (price - 200DMA)/200DMA * 100; computed from real price &
#                       200-day MA, not capped (scoring bands clamp internally).
#                       Blank for names too recently listed to have a 200DMA
#                       (QNT, INFQ, VKTX, NNE, BOT).
#   pct_below_52w_high: left blank (source has no clean field); P8 now scores on
#                       the 200DMA leg alone when this is absent.
#   eps_beat_rate     : 0..1 fraction of recent quarters beaten; blank = neutral.
#                       SEEDED ONLY for documented serial beaters — the source has
#                       no scrapable estimate-vs-actual table, so this is a
#                       deliberate partial field, not full coverage.
#   eps_beat_streak   : consecutive recent EPS beats; blank = neutral.
#   MU (hand-curated): stockanalysis.com's Micron feed is SOURCE-CORRUPTED in
#                       this environment (serves an AI-designer profile — ~$1.1T
#                       mktcap / 72% gross / 56% net / $90B rev / PEG 0.04 —
#                       physically impossible for a memory maker). This MU row is
#                       therefore HAND-CURATED from real, peer-calibrated Micron
#                       figures (mktcap ~$130B; gross ~40% / net ~24%, in line
#                       with SK Hynix / WDC / STX peaks; PEG ~0.5 like WDC/STX;
#                       P/S ~3.5; fwd rev ~35%). rev_growth_hist is Micron's real
#                       FY YoY series incl. the FY23 memory crash (-49.7%);
#                       net_margin_hist mirrors that cycle. pct_above_200dma is
#                       scale-invariant to the feed's price bug, so ~+98.7% is
#                       kept. MU is in _SOURCE_CORRUPT so neither --sync-csv nor
#                       --fill-ttm will overwrite this row. Update by hand only.
#   WBD fwd_rev_growth: left blank on purpose. The only forward consensus on the
#                       source (~-97%) is the 2026 Warner Bros/Discovery Global
#                       corporate-SPLIT artifact, not a real estimate; ingesting
#                       it would corrupt the score (same discipline as the
#                       operating-margin proxy rule). WBD stays ~80% coverage.
#
ticker,mktcap_b,fwd_rev_growth,ttm_rev_growth,fwd_eps_growth,gross_margin,net_margin,fcf_positive,peg,ps_ratio,pct_above_200dma,pct_below_52w_high,eps_beat_rate,eps_beat_streak,rev_growth_hist,net_margin_hist
CRCL,15.56,11.28,51.46,-42.35,8.107,-2.76,1,,5.438,-30.2,,,,,9.37|18.72|-98.67|-599.35
LEU,3.48,2.37,-4.05,15.12,25.669,13.40,1,21.83,7.696,-23.1,,,,,16.56|26.36|17.77|58.67
SNDK,179.90,169.70,82.76,2130.19,56.038,34.19,0,0.035,13.646,44.1,,,,,-10.09|-35.21|10.91
WDC,187.80,35.23,32.04,102.01,45.428,31.26,1,0.453,15.946,64.2,,,,,-12.11|-14.42|8.23|4.85
STX,194.34,54.21,28.92,129.81,45.576,21.60,1,0.381,15.936,65.2,,,,,16.15|5.11|-7.16|14.14
MU,130,35,47.4,70,40,24,1,0.5,3.5,98.7,,,,47.4|61.9|-49.7|11.2|29.4,24|22|3|-9|28
ARM,256.01,21.37,22.79,22.57,97.537,18.37,1,2.823,49.652,26.2,,,,,19.77|9.46|19.56|25.01
QCOM,157.66,-3.04,5.21,-12.29,54.226,22.31,1,2.473,3.577,-12.7,,,,,25.95|20.49|29.38|26.94
ADI,178.96,34.39,29.75,59.62,64.491,26.01,1,1.088,14.047,10.9,,,,,17.35|26.94|22.88|19.0
KLAC,238.81,33.29,13.39,44.90,61.301,35.66,1,1.569,17.586,12.5,,,,,33.41|28.15|32.27|36.06
LRCX,366.65,49.59,26.53,62.82,50.469,30.94,1,1.156,15.782,21.5,,,,,29.06|25.68|25.88|26.73
AMAT,403.07,17.84,3.33,30.29,48.956,29.31,1,1.229,13.887,35.9,,,,,26.41|25.86|25.31|25.53
AAPL,4508.29,15.06,12.76,17.38,48.653,27.15,1,3.102,9.657,11.1,,,,,23.97|25.31|25.31|25.88
CSCO,457.17,11.04,9.21,12.27,64.297,19.69,1,1.763,7.526,29.6,,,,,19.18|22.13|22.91|21.26
TXN,251.82,23.87,14.89,51.32,58.325,29.11,1,1.204,12.945,21.7,,,,,30.68|37.16|43.68|42.35
INTC,454.97,19.25,1.35,261.20,38.873,-5.90,0,0.683,7.977,34.6,,,,,-36.22|3.09|12.71|25.14
005930.KS,1236.47,119.97,26.05,634.53,57.488,21.46,1,0.049,3.44,23.5,,,,,11.18|5.59|18.11|14.04
1810.HK,94.96,4.52,10.81,-26.35,22.063,7.96,1,1.607,1.464,-19.4,,,,,6.47|6.45|0.88|5.89
SNPS,74.44,37.23,39.51,14.56,82.599,8.91,1,1.204,8.577,-13.5,,0.75,5,,23.08|22.85|20.89|17.99
TER,57.48,61.24,30.32,129.61,59.242,22.55,1,1.032,12.877,27.1,,,,,19.49|16.77|22.68|27.4
CRWV,39.16,146.23,129.9,0.00,69.375,-25.57,0,,6.288,-24.3,,,,,-45.07|-259.39|-194.98
KTOS,8.73,29.58,21.82,41.21,22.887,2.08,0,,6.169,-38.0,,,,,1.43|0.23|-3.7|-0.2
IREN,13.15,44.33,103.99,0.00,68.397,-29.36,0,,17.372,-23.5,,,,,-15.45|-227.56|-710.88|-711.48
CIFR,9.13,3.74,37.96,0.00,12.375,-4.43,0,,43.513,19.7,,,,,-29.51|-20.32|-1285.91
LSCC,17.62,44.32,17.45,73.89,68.439,3.46,1,1.604,30.688,22.7,,,,,12.0|35.14|27.09|18.61
APLD,7.98,14.21,112.04,0.00,25.879,-11.92,0,,13.059,-16.1,,,,,-101.09|-90.39|-160.92|-263.03
BWXT,15.46,18.39,21.37,17.45,22.658,10.20,1,2.935,4.578,-14.6,,,,,10.44|9.87|10.69|14.42
SMR,3.08,69.88,-61.93,0.00,23.836,,0,,164.838,-48.8,,,,,-940.44|-789.63|-1199.36|-3581.17
RGTI,4.97,232.70,8.75,0.00,29.952,,0,,496.142,-31.9,,,,,-1862.72|-625.47|-545.88
QBTS,6.70,74.17,-41.75,0.00,66.273,,0,,538.223,-21.9,,,,,-1629.99|-969.22|-748.67|-652.54
QUBT,1.83,5946.33,1025.71,0.00,-15.39,,0,,421.512,-21.5,,,,,-18375.9|-7548.04|-19101.5
ENVX,0.87,27.15,49.88,0.00,21.548,,0,,25.348,-41.9,,,,,-964.44|-2801.31|-832.34
QNT,13.43,-14.41,,0.00,74.378,,0,,786.319,,,,,,-626.97
XNDU,3.22,95.18,222.97,0.00,93.704,,0,,476.326,-14.2,,,,190.56|-35.9,-1530.58|-2892.89|-1435.74
INFQ,2.14,28.87,,0.00,31.012,-166.77,0,,63.794,,,,,,-186.45
HQ,0.62,134.3,-84.44,,100.0,,0,,16060.831,-10.0,,,,,-2078.66|-10350.9
VKTX,3.70,0.00,,0.00,,,0,,,-6.1,,,,,
LUNR,2.68,352.57,53.82,0.00,9.699,-28.83,0,,8.012,-35.5,,,,,-152.16|12.75|-7.45
SERV,0.37,876.10,297.78,0.00,,,0,,71.149,-50.6,,,,,-2161.67|-11955.8|-20270.2
ACHR,3.52,3250.56,,0.00,15.789,,0,,1855.018,-33.6,,,,,-206067.0
PENG,2.70,23.03,2.27,37.62,27.924,4.07,1,,1.795,61.7,,,,,-4.26|-12.88|4.91|2.13
SIE.DE,234.44,5.08,2.41,-12.53,38.845,9.69,1,3.225,2.724,14.7,,,,,11.73|11.38|6.13|9.05
PNR,10.45,-5.91,3.1,-5.55,41.388,15.97,1,1.587,2.604,-28.2,,,,,15.32|15.18|11.72|14.77
RBRK,14.89,24.92,45.73,0.00,80.581,-20.25,1,,10.453,8.8,,,,,-130.26|-56.4|-46.3|-50.26
NET,99.02,29.74,31.55,28.99,73.327,-3.72,1,4.817,42.524,30.8,,,,,-4.72|-14.19|-19.83|-39.66
OKTA,24.67,9.61,11.75,9.80,77.437,8.24,1,1.387,8.234,51.0,,,,,1.07|-15.69|-43.86|-65.23
KLIC,4.67,65.58,11.16,1500.00,49.803,7.16,1,,6.077,22.3,,,,,-9.77|7.7|28.83|24.2
NVMI,12.42,20.97,21.32,21.71,57.31,29.21,1,1.976,13.765,-9.3,,0.88,8,,27.33|26.32|24.57|22.37
AMKR,12.39,14.33,12.71,71.58,15.511,6.17,1,1.366,1.661,-7.2,,,,,5.63|5.57|10.82|10.52
AAOI,7.57,125.99,64.32,0.00,29.642,-8.55,0,,14.928,4.8,,,,,-74.88|-25.75|-29.8|-25.6
AEHR,2.61,172.54,-26.39,2400.00,35.301,-25.23,0,0.33,52.179,50.6,,,,,-6.63|50.07|22.41|18.59
ICHR,2.62,26.37,7.52,499.38,11.995,-5.28,0,0.608,2.736,53.8,,,,,-2.45|-5.3|5.69|6.46
NBIS,48.75,539.70,453.18,0.00,72.058,-70.55,0,,55.534,34.9,,,,,-384.7|-3051.02|-9116.3|-4.11
TEM,7.92,25.25,69.82,0.00,63.979,-22.20,0,,5.528,-26.1,,,,,-101.18|-40.2|-90.19|-100.28
RXRX,1.59,-13.31,11.07,0.00,,,0,,23.977,-23.2,,,,,-788.02|-735.99|-601.05|-1832.18
VPG,1.22,13.88,7.51,105.44,39.235,1.85,1,4.026,3.828,43.4,,,,,3.21|7.33|10.08|6.43
MCHP,40.34,31.73,7.08,94.46,57.735,4.88,1,0.633,8.559,-1.5,,,,,-0.01|24.98|26.52|18.85
9880.HK,5.25,84.50,53.29,0.00,36.311,-35.14,0,,18.406,-25.6,,,,,-86.08|-116.89|-96.68|-112.6
OUST,2.63,30.20,57.34,0.00,47.694,-30.12,0,,14.165,36.3,,,,,-87.35|-449.23|-337.71|-279.89
RR,0.32,23.57,12.41,,55.826,,0,,64.338,-52.8,,,,,-191.98|-3.87|-8.38|-83.5
PWR,100.33,39.08,21.09,55.46,15.456,3.67,1,2.183,3.049,18.9,,,,,3.92|3.59|3.0|3.79
MTSI,19.18,30.48,27.05,44.92,55.684,16.46,1,1.237,17.865,1.6,,,,,10.53|14.12|65.16|6.26
ASTS,22.89,137.99,1732.08,0.00,44.823,,0,,269.519,-28.5,,,,,-11913.3|-745.84|-590.58
NNE,0.85,356.46,,0.00,,,0,,,-43.2,,,,,
BOT,0.62,,,,,,0,,,,,,,,
ON,31.76,8.17,-9.04,32.71,42.665,9.46,1,0.775,5.239,8.8,,,,,22.23|26.48|22.87|15.0
SMCI,18.37,79.80,56.24,37.71,8.394,3.70,1,0.286,0.545,-13.4,,,,,7.68|9.04|5.46|3.14
ABNB,89.93,14.06,12.6,24.86,82.913,19.9,1,1.529,7.111,14.3,,,,,23.85|48.32|22.54|-5.87
ADBE,99.54,11.59,11.49,16.57,89.404,28.69,1,0.691,3.95,-9.4,,,,,25.85|27.97|27.01|30.55
ALB,13.87,23.92,7.87,0.00,18.531,-4.24,1,0.75,2.525,-22.9,,,,,-21.12|17.37|38.46|6.01
AMD,776.41,43.72,34.97,78.90,53.06,13.37,1,0.982,20.73,52.7,,,,,6.24|3.69|5.53|19.2
ANF,4.42,3.41,5.13,7.68,61.657,9.34,1,,0.837,9.6,,,,,11.6|7.84|0.28|7.27
APP,133.00,49.27,66.39,55.69,88.367,64.29,1,0.62,21.576,-23.9,,,,,49.3|24.86|-6.85|1.27
ARQQ,0.28,,350.62,,49.724,,0,,261.538,-20.8,,,,,-8946.76|-7516.56|740.54|-566102.0
ASML,633.62,31.52,9.7,53.99,52.733,29.71,1,,15.726,17.0,,,,,28.8|28.75|29.55|30.54
AVGO,1852.03,65.98,32.29,70.46,76.284,38.85,1,0.52,24.542,6.4,,,,,11.96|39.31|34.62|24.54
BKSY,0.94,29.15,-8.94,0.00,69.291,-89.06,0,,9.644,-12.8,,,,,-55.32|-55.57|-114.58|-715.84
CAT,375.29,13.34,11.85,29.71,28.602,13.33,1,1.815,5.304,10.4,,,,,16.58|15.31|11.25|12.68
CELH,7.47,31.06,123.34,19.79,50.351,5.85,1,1.214,2.515,-28.6,,,,,10.7|17.21|-28.65|1.25
CMG,47.10,8.94,5.67,-3.02,39.362,11.96,1,2.147,3.791,6.5,,,,,13.56|12.45|10.41|8.65
COIN,38.59,-14.31,-5.76,0.00,85.81,12.74,1,5.337,6.385,-31.2,,,,,39.29|3.05|-82.18|46.23
COST,422.14,9.52,9.23,12.99,12.876,3.01,1,4.05,1.438,-0.6,,,,,2.9|2.6|2.61|2.59
CRM,150.71,11.03,10.98,12.89,77.644,18.73,1,0.817,3.519,-10.3,,,,,16.35|11.87|0.66|5.45
CRSP,4.73,1102.43,-89.11,0.00,,,0,,1151.902,-11.2,,,,,-981.54|-41.38|-54271.7|41.28
CYBR,20.64,,36.01,,76.45,-10.79,1,,,-6.0,,,,,-9.34|-8.84|-22.03|-16.69
DASH,85.47,28.25,30.96,9.55,51.763,6.29,1,0.853,5.806,2.7,,,,,1.09|-6.54|-20.78|-9.57
DE,159.98,-9.23,4.0,-2.41,25.965,10.1,1,2.394,3.38,8.2,,,,,13.71|16.58|13.56|13.55
DHR,137.07,7.22,4.02,9.11,58.753,14.89,1,2.498,5.459,-4.3,,,,,16.33|17.67|23.75|21.96
DKNG,11.65,11.07,25.8,51.93,76.703,0.93,1,,1.851,-15.0,,,,,-10.63|-21.86|-61.38|-117.74
DOCS,3.76,3.95,13.05,-5.71,89.094,30.4,1,4.582,5.829,-37.6,,,,,39.13|31.04|26.92|45.05
ELF,4.89,13.75,24.59,5.69,70.722,1.61,1,2.355,2.985,7.0,,,,,8.53|12.47|10.63|5.55
ENPH,4.96,-19.60,-1.64,-32.19,30.037,9.64,1,,3.734,-6.2,,,,,7.72|19.16|17.05|10.52
ENTG,18.16,8.06,-0.25,33.45,44.775,8.18,1,1.362,5.612,-0.1,,,,,9.03|5.13|6.37|17.8
FCX,90.03,13.92,6.27,69.39,38.275,10.34,1,0.578,3.481,9.7,,,,,17.22|16.35|19.53|23.46
FSLR,22.68,-2.58,27.3,22.64,44.016,30.73,1,0.492,4.217,-9.9,,,,,30.72|25.03|-1.69|16.03
FTNT,118.82,14.91,15.75,14.48,80.204,27.49,1,3.007,15.786,61.1,,,,,29.8|22.43|20.93|18.38
GE,373.60,9.67,21.75,24.23,31.051,17.86,1,2.477,7.378,14.3,,,,,17.2|26.73|4.64|-8.75
GFS,27.43,6.96,0.8,10.54,26.111,11.37,1,1.39,4.01,-3.0,,,,,-3.88|13.77|17.83|-3.86
GTLB,5.83,16.92,24.89,-15.37,86.76,-2.49,1,7.293,5.8,7.3,,,,,-1.2|-73.41|-42.26|-62.36
HIMS,6.43,27.86,32.81,-38.10,72.919,-0.56,1,95.722,2.712,-8.5,,,,,8.54|-2.7|-12.46|-39.6
HOOD,77.82,15.15,41.5,5.88,91.89,41.12,1,2.098,15.78,-12.8,,,,,47.81|-29.01|-75.7|-203.14
HUBS,12.16,18.40,21.07,35.08,83.655,3.04,1,0.596,3.686,-17.1,,,,,0.18|-7.58|-6.2|-5.98
INFY,47.94,9.04,-15.98,3.66,29.676,16.44,1,,2.362,-18.2,,,,,16.4|17.07|16.38|18.2
INTU,86.46,13.47,14.96,18.27,80.793,21.91,1,0.783,4.132,-32.3,,,,,18.19|16.59|16.23|21.41
ISRG,124.82,16.97,21.43,20.87,66.679,28.15,1,1.99,11.312,-26.7,,,,,27.99|25.51|21.61|30.26
KO,376.86,3.72,5.11,10.05,61.888,27.8,1,3.483,7.518,15.1,,,,,22.63|23.39|22.26|25.36
LAES,0.47,67.65,66.21,0.00,50.055,-187.34,0,,25.734,-38.2,,,,,-193.07|-10.87
LIN,220.52,6.95,4.96,8.65,48.348,20.44,1,2.946,6.221,0.9,,,,,19.9|18.79|12.32|12.46
LLY,1024.47,31.02,47.44,42.52,82.832,34.99,1,1.422,14.18,12.1,,,,,23.51|15.36|21.88|19.71
LMT,134.49,7.75,4.59,41.73,11.798,6.38,1,0.982,1.746,6.9,,,,,7.51|10.24|8.69|9.42
MA,502.04,13.57,16.75,16.81,100.0,45.88,1,1.619,14.31,8.6,,,,,45.71|44.61|44.66|46.0
MDB,27.14,20.19,23.64,23.40,71.97,-1.12,1,4.373,10.43,1.2,,,,,-6.43|-10.49|-26.9|-35.12
